CLASS	VORO.protein3.ROUND	VORO.protein3.AR	VORO.Feret.norm	VORO.Area.norm	CYTO.Area.norm	NUVO.distance.norm
EDGE	-0.0883037511527951	-0.0680321336001364	1.48856123152284	1.80515863369042	0.408903484362057	1.67456631507552
EDGE	-0.796221363993424	0.556259113454035	0.78415878603772	0.889064360806672	0.154611689671212	1.0869794793984
EDGE	-1.71248793211519	1.61194687190495	1.42224377164255	1.2806600374182	0.881671884153555	1.40322306313011
EDGE	-1.53099943414481	1.37426952665949	1.24923441900994	1.05703740578709	1.07395652318205	0.970964039319334
EDGE	-0.403596831552995	0.194015926912562	2.58497843137638	2.62854645874716	1.49179087181989	2.31836205504272
EDGE	-2.16280769226315	2.28441312510814	2.057822154102	2.00168090087396	0.210424719637432	2.40956275944012
EDGE	-1.7599037817646	1.67676721611747	1.75327266386038	1.72623237129323	-0.196073879633821	2.29694559779757
EDGE	-0.94308636926032	0.704118386211863	0.901496817792228	1.31573592792974	-0.338603858010906	1.61094343131637
EDGE	-0.804415460180827	0.564330900241336	1.79207725010355	2.07465435305873	2.57991817960006	1.87427218228972
EDGE	-0.326644991409266	0.128049273205148	1.47430640625089	1.99030842424771	2.04108918804618	1.84157579041238
EDGE	-1.47214965861948	1.30034481175287	3.36417829563047	3.36023672228521	-0.4626736619792	1.90201734663293
EDGE	-0.17796653484562	0.00423225000872926	2.22346629222255	2.66154346323248	1.08267971452263	1.64559341154364
EDGE	-0.627571311854216	0.395270476288822	2.19994706354926	2.29204316603536	0.00307491133894079	2.33860287401858
EDGE	0.411225394023893	-0.438984431440213	0.599869824009606	0.726051295225157	1.01859351977704	0.416947157743454
EDGE	-2.24216596375987	2.41779732787632	2.23261322329202	1.92323451848325	2.34449440486876	2.07293936361801
EDGE	-2.36949991587945	2.64154316203421	2.19267199705883	1.65889134946387	0.399348177994295	2.00410058382556
EDGE	-2.16757673616206	2.29229722460747	3.18114869825812	3.08037565773626	0.574118366734146	3.91367272336676
EDGE	-2.39183030593656	2.682189683978	2.59719185111185	2.68111153046933	2.19087361997979	3.08497453002884
EDGE	-0.669005419846306	0.434005016216097	2.53485657811818	3.02051968595928	0.9994401715132	2.99760726215896
EDGE	-1.26823345896258	1.05744794505549	2.45429244694817	3.06830548511369	1.63667923719087	2.76652718231598
EDGE	-1.63508364888072	1.50823523777312	1.26632364396426	1.03144656772712	2.08436739784119	1.21846268446584
EDGE	-1.92487217724803	1.91292839259739	2.82677064714817	2.85851039764155	3.10725921893452	2.8818738039439
EDGE	-0.220117301537579	0.0385745261298368	2.98880824627519	3.53678819896299	1.65890130403203	2.58802719810732
EDGE	-0.467102535618849	0.2497593253951	1.63712940481779	1.83112273305521	0.952755433312871	1.87563870104003
EDGE	-1.0399422226271	0.805136701142134	0.266764852056181	-0.0449820109610948	0.419236158232129	0.370919498891789
EDGE	-2.38554427330769	2.67134964140112	1.74900323669119	1.1949500570138	0.722215854960368	1.70904826250055
EDGE	-1.30344714017294	1.09819555625858	1.79468434658484	1.79205287226272	0.553810302851804	1.98815198001318
EDGE	-0.987797306250611	0.750073601194702	2.18893732979922	2.14031672426292	0.166552308486696	2.29013379538987
EDGE	-2.85197271202892	3.64027388854857	2.76967238554222	2.21695982880267	-0.0176722363602754	3.02742895805005
EDGE	-1.35683907811465	1.16069683237251	0.588715529314148	0.528593054494019	1.78493937997615	0.445243354687807
EDGE	-0.447947379558332	0.232663883137643	0.700639895082158	0.748506575882472	2.3799372413278	0.815845352508606
EDGE	-1.53163432635071	1.37468547786566	0.294849237294368	-0.122481950533488	0.636737485290527	0.0325492310728987
EDGE	-1.66016698506257	1.54127519322849	3.81615546928562	4.08729386944727	1.01063699376532	4.52839200465671
EDGE	-2.52344489031164	2.93306370333446	3.77058932085322	3.21509373715879	0.84450176667399	3.54719159652357
EDGE	-2.91840359812793	3.80117051735791	3.46541177380752	3.3435722703439	1.79637074139564	3.82818628651723
EDGE	-0.980031455903936	0.741996274883351	0.861875864965556	0.80383382877021	1.40613651366123	0.714749802187149
EDGE	-0.406957557741984	0.197041151812719	0.281997480234801	0.0841880559239866	0.836314609347634	0.30411413489911
EDGE	-2.69595934377732	3.28793108964607	3.10373389929956	2.86291898854569	2.182454482779	3.03752339045218
EDGE	-3.20825774727263	4.59072374621003	3.7574382597743	3.44797770219909	1.28416545663233	2.21415352657651
EDGE	-1.48477303718709	1.31637373719234	1.83596344676462	1.77010765699119	2.00856880557897	0.666126082438058
EDGE	-2.11051456962169	2.19971985793567	1.92344782915172	1.84638459783298	0.596553237587792	2.224717601649
EDGE	-1.33942080543951	1.14005195863382	1.7563307703753	1.69635883581425	2.22859789594014	1.46812794124403
EDGE	0.379971251217739	-0.417053430429084	0.0421996320168429	0.629966408903463	0.994857366381444	0.121348781839324
EDGE	-1.53417434381381	1.37801176964972	2.6708164825341	2.90758914193817	2.04217060992495	3.09671121397536
EDGE	-2.95477905603809	3.89195333605906	2.70476806531572	2.17641347097836	2.81987785404023	2.20173357878671
EDGE	-2.42122340374185	2.73716298936529	2.28310222896436	1.98615667669629	1.77823918780403	2.41311006715818
EDGE	-0.88145301639842	0.640899551951767	1.06840641635036	1.14425534716816	0.239411856145922	1.20053636926475
EDGE	-1.24298937051102	1.02814711471283	0.262470685848556	0.602701121275421	0.591153706528036	0.40184879781037
EDGE	-0.995569873344373	0.758453076644164	1.41187229560352	1.73913589415298	1.30568284421119	1.77733023794277
EDGE	-3.45728682321475	5.41997224536225	1.71809379809545	-0.0401983028217773	0.265242510815482	1.15359941469875
EDGE	-2.55896502242341	3.00272599462129	4.14892018331343	4.03830997508368	2.88221385933119	4.68151992968864
EDGE	-1.3015903444658	1.09599002115347	1.08874478858281	0.998087978066204	0.0103969284675324	1.23858144860581
EDGE	0.664385282139237	-0.609115434516003	1.4383003022785	1.83920070228931	0.48139505884923	1.72617497470473
EDGE	-0.135468979320516	-0.0303615210627593	0.0569023833751962	-0.185788573544679	-0.152409222867085	-0.00840963900124709
EDGE	-0.660357545827274	0.426215686855879	0.742646050470774	0.707184337377001	0.49411784323127	0.84135188669147
EDGE	-1.40366218097483	1.21665098493337	1.33581565161029	1.29298813207367	0.624980637585748	1.53790971957999
EDGE	0.166508151155141	-0.263184115761336	1.38362278801418	1.76912652659958	1.24896004364779	1.86609528109995
EDGE	-1.63893806958086	1.51375796981624	0.905353207590024	0.86978513334384	0.252758759263918	1.17794762426299
EDGE	-0.46541073145497	0.247999766198631	0.552835750913841	0.584499047021617	0.250300231395004	0.864429864902605
EDGE	-1.41995130456745	1.23625072616721	0.759283906118226	0.581297403862615	0.831800556612551	0.978141606867919
EDGE	-0.97764331299203	0.739459362919504	1.60602839619057	1.65744938544401	0.998098920119835	1.73509044192222
EDGE	-2.14579602299381	2.25654214213353	0.879876095819859	0.388309041443408	0.208107926505624	1.08571811178884
EDGE	-0.869058950386484	0.628575793502284	0.451873883925157	0.0919913323777176	-2.49443800304192	0.0390020041116835
EDGE	-1.882520020039	1.85128965433816	1.00881928549695	0.466483631607099	0.996319597085513	0.462775490754988
EDGE	-0.607498527711046	0.376811086702962	0.619382234931346	0.898523851976468	-0.272960479834337	1.01350759577489
EDGE	-0.959752441614812	0.721344321502876	0.149970770153364	-0.393276287506136	-0.164490797889076	-0.626117062675753
EDGE	-1.66467654263756	1.54742783218441	0.515761888097103	-0.00948961115349306	0.304382680877712	0.207766172717598
EDGE	-0.986602123149418	0.749282316829606	0.791992937975432	0.88865646607547	0.0405232368588842	1.34129894724746
EDGE	-0.437260784478436	0.223473779485324	0.186813321948994	0.21505816532123	0.350967951157592	0.294937063034909
EDGE	-0.648839977157318	0.415187082316717	0.187383134176945	0.111559803683694	-0.0813469834428641	0.395876124863894
INTERIOR	1.07884661242838	-0.865566357923164	-0.127835117928966	-0.00782590991473239	0.893663851092702	-0.686925300607652
INTERIOR	0.537183840612688	-0.524838333749537	-0.317758770464681	-0.0638571021597413	0.752655095539386	-0.57281773864334
INTERIOR	-0.836679080126274	0.59631735026355	-0.101500952056366	-0.136789999677073	0.563836976178394	-0.532517551134834
INTERIOR	-0.874368600008963	0.634255202605926	-0.217175540387728	-0.364683857808504	0.0167088829038117	-0.533451165664223
INTERIOR	-0.0623871312448506	-0.088397817620031	-0.0921486867527655	0.155539373211736	-2.85931175579156	-0.189622486820414
INTERIOR	-0.226155011275812	0.0439065405943196	-0.222445646386938	-0.0676117703042845	0.768130027432882	-0.458145677596066
INTERIOR	-0.150701399475134	-0.0180572936427023	0.403154237718945	0.242719722229067	1.51372363251351	-0.247637112309556
INTERIOR	-0.190536329193813	0.0145981537422114	0.101974604926845	0.321188638729543	1.70880176418405	-0.663317570448494
INTERIOR	1.01690280279175	-0.828951184316057	-0.171547313213448	-0.0338737395099206	0.787721991741082	-0.139007722464498
INTERIOR	-0.339424625656586	0.139047854472051	0.0132479535892763	0.175282275289164	1.35833442769895	-0.607734192847301
INTERIOR	1.22345652003789	-0.949399964636967	0.0300225638006006	0.436261477599312	1.47691060802842	-0.100796612163789
INTERIOR	-1.72415629349214	1.62774276319164	0.442600946164562	0.374159436117982	0.348676849342892	0.317413805861369
INTERIOR	-1.4042881400685	1.21751107266777	0.491800457157363	0.275303660833292	1.60568992575062	0.10155659452686
INTERIOR	1.19490760738857	-0.933101310675968	-0.390865198375666	-0.293257669102017	0.203110321264263	-0.173666019457736
INTERIOR	0.767717401867688	-0.675410747956108	-0.408820554493064	-0.451816764734133	-0.216511985949083	-0.404914727242988
INTERIOR	0.127529891370791	-0.234249890427128	-0.187964218212812	-0.196525946160541	0.450487621777238	-0.409491733077878
INTERIOR	1.07742194229704	-0.864898088025534	-0.117523882636142	0.122565323763213	1.23756372030809	-0.502341103397952
INTERIOR	0.53869677561297	-0.525874796996151	-0.0693005681062396	0.185112226263493	1.35944029772816	-0.407429929405467
INTERIOR	1.37451063807466	-1.03382477443154	-0.482832831901971	-0.173477864446409	0.494591488099877	-0.420345302297064
INTERIOR	0.888809821825913	-0.751122278014199	-0.558579766428265	-0.494567297415747	-0.333389694259557	-0.39465498602916
INTERIOR	0.160724772340891	-0.259263713428231	0.0668579426006861	0.316687359501342	1.66021333450646	-0.00508835258558019
INTERIOR	-0.652293698077853	0.418752986219867	-0.323182387479491	-0.296301018209357	0.194579070502966	-0.291491547130193
INTERIOR	0.0729933906547365	-0.193109903738359	-0.274105578970521	-0.0458787310228691	0.674413892739852	0.0458964879019132
INTERIOR	-1.34501585494552	1.14674961947492	0.457377039535897	0.15903463763902	1.2899082943913	-0.19739757453908
INTERIOR	0.188031650693038	-0.279095101139763	0.248758215481287	0.19134068426357	1.31656951937313	-0.233158644558388
INTERIOR	0.541217768062138	-0.527533611347371	-0.30738473723572	-0.173852876465676	0.504478921612885	-0.328101120369198
